"case_id","reason","age","from","to","lost_time","found_date"
"3488","trafficked",13,"Inner Mongol","Hubei",22,2020
"3487","put up for adoption",2,"Heilongjiang","Heilongjiang",51,2020
"3486","put up for adoption",0,"Shanxi","Hebei",34,2020
"3485","abandoned",1,"Jiangxi","Jiangxi",26,2020
"3484","abandoned",0,"Shaanxi","Shaanxi",39,2020
"3483","trafficked",3,"Sichuan","Guangdong",28,2020
"3482","lost",7,"Jiangsu","Jiangsu",59,2020
"3481","trafficked",3,"Shaanxi","Henan",31,2020
"3480","trafficked",3,"Yunnan","Fujian",22,2020
"3479","trafficked",4,"Guizhou","Fujian",27,2020
"3478","lost",7,"Yunnan","Yunnan",18,2020
"3477","abandoned",3,"Shanghai","Inner Mongol",59,2020
"3476","trafficked",11,"Jiangsu","Anhui",70,2020
"3475","trafficked",8,"Guangdong","Jiangxi",74,2020
"3474","trafficked",4,"Guizhou","Fujian",31,2020
"3473","trafficked",15,"Sichuan","Henan",32,2020
"3472","trafficked",9,"Chongqing","Guangdong",16,2020
"3471","trafficked",15,"Guizhou","Anhui",24,2020
"3470","trafficked",6,"Shaanxi","Anhui",31,2020
"3469","trafficked",7,"Yunnan","Fujian",26,2020
"3468","abandoned",0,"Guangxi","Guangdong",35,2020
"3467","lost",9,"Chongqing","Fujian",24,2020
"3466","trafficked",8,"Chongqing","Guangdong",31,2020
"3465","abandoned",0,"Shaanxi","Shaanxi",59,2020
"3464","put up for adoption",0,"Heilongjiang","Henan",35,2020
"3463","trafficked",1,"Guizhou","Guangdong",26,2020
"3462","trafficked",2,"Guizhou","Hebei",26,2020
"3461","trafficked",5,"Guizhou","Fujian",28,2020
"3460","trafficked",2,"Yunnan","Guangdong",23,2020
"3459","trafficked",6,"Anhui","Anhui",60,2020
"3458","put up for adoption",0,"Shanxi","Henan",32,2020
"3457","lost",11,"Inner Mongol","Liaoning",20,2020
"3456","trafficked",4,"Guizhou","Fujian",22,2020
"3455","trafficked",3,"Sichuan","Hebei",31,2020
"3454","trafficked",8,"Sichuan","Fujian",26,2020
"3453","trafficked",8,"Hunan","Hebei",30,2020
"3452","put up for adoption",2,"Shanghai","Jiangsu",47,2020
"3451","trafficked",16,"Sichuan","Hebei",38,2020
"3450","trafficked",5,"Jilin","Shandong",26,2020
"3449","trafficked",15,"Guangxi","Anhui",5,2020
"3448","trafficked",6,"Sichuan","Hebei",23,2020
"3447","trafficked",6,"Guizhou","Guangdong",30,2020
"3446","lost",11,"Hunan","Hunan",2,2020
"3445","put up for adoption",0,"Shanxi","Beijing",36,2020
"3444","put up for adoption",0,"Zhejiang","Zhejiang",20,2020
"3443","put up for adoption",0,"Fujian","Fujian",21,2020
"3442","put up for adoption",0,"Zhejiang","Hebei",41,2020
"3441","trafficked",6,"Guizhou","Fujian",27,2020
"3440","put up for adoption",0,"Heilongjiang","Heilongjiang",37,2020
"3439","put up for adoption",0,"Shanxi","Shanxi",36,2020
"3438","put up for adoption",0,"Yunnan","Fujian",23,2020
"3437","trafficked",6,"Guangxi","Fujian",24,2020
"3436","trafficked",2,"Shaanxi","Hebei",33,2020
"3435","trafficked",6,"Guizhou","Guangdong",21,2020
"3434","put up for adoption",1,"Hunan","Hunan",49,2020
"3433","put up for adoption",0,"Xizang","Shaanxi",32,2020
"3432","put up for adoption",0,"Hubei","Hubei",33,2020
"3431","put up for adoption",0,"Hubei","Henan",33,2020
"3430","trafficked",4,"Hubei","Henan",27,2020
"3429","trafficked",1,"Henan","Henan",32,2020
"3428","trafficked",3,"Guangdong","Guangdong",24,2020
"3427","trafficked",3,"Fujian","Fujian",32,2020
"3426","trafficked",5,"Fujian","Zhejiang",27,2020
"3425","lost",7,"Shaanxi","Shaanxi",31,2020
"3424","put up for adoption",0,"Hubei","Hubei",41,2020
"3423","put up for adoption",0,"Tianjin","Tianjin",29,2020
"3422","lost",14,"Guangxi","Guangdong",16,2020
"3421","lost",15,"Hebei","Shandong",24,2020
"3420","trafficked",1,"Shanxi","Henan",33,2020
"3419","trafficked",8,"Sichuan","Hebei",30,2020
"3418","trafficked",8,"Jiangxi","Guangdong",21,2020
"3417","trafficked",3,"Guizhou","Sichuan",19,2020
"3416","trafficked",12,"Liaoning","Shandong",33,2020
"3415","trafficked",15,"Shaanxi","Henan",28,2020
"3414","trafficked",14,"Guizhou","Zhejiang",32,2020
"3413","trafficked",2,"Chongqing","Guangdong",27,2020
"3412","put up for adoption",0,"Hunan","Shaanxi",38,2020
"3411","trafficked",0,"Tianjin","Hubei",20,2020
"3410","put up for adoption",7,"Sichuan","Jiangsu",41,2020
"3409","trafficked",0,"Inner Mongol","Hebei",46,2020
"3408","put up for adoption",1,"Jiangsu","Shaanxi",67,2020
"3407","trafficked",1,"Zhejiang","Fujian",13,2020
"3406","trafficked",3,"Sichuan","Sichuan",20,2020
"3405","trafficked",0,"Sichuan","Anhui",37,2020
"3404","trafficked",2,"Yunnan","Fujian",32,2020
"3403","trafficked",8,"Guangdong","Chongqing",17,2020
"3402","put up for adoption",0,"Zhejiang","Zhejiang",50,2020
"3401","trafficked",5,"Anhui","Jiangsu",23,2020
"3400","runaway",16,"Henan","Anhui",30,2020
"3399","trafficked",0,"Fujian","Fujian",30,2020
"3398","trafficked",4,"Zhejiang","Zhejiang",13,2020
"3397","runaway",16,"Jiangxi","Shanghai",25,2020
"3396","trafficked",4,"Guizhou","Fujian",30,2020
"3395","lost",15,"Zhejiang","Guangdong",23,2020
"3393","trafficked",3,"Shaanxi","Hebei",26,2020
"3392","trafficked",1,"Shaanxi","Henan",35,2020
"3391","trafficked",2,"Guizhou","Hebei",31,2020
"3390","put up for adoption",0,"Jilin","Jilin",38,2020
"3389","put up for adoption",7,"Yunnan","Shandong",32,2020
"3388","trafficked",3,"Yunnan","Shandong",19,2020
"3387","trafficked",4,"Shaanxi","Shandong",39,2020
"3386","trafficked",10,"Guizhou","Fujian",27,2020
"3385","trafficked",5,"Guangxi","Guangxi",1,2020
"3384","put up for adoption",0,"Shaanxi","Shaanxi",61,2020
"3383","trafficked",8,"Guizhou","Fujian",17,2020
"3382","trafficked",0,"Sichuan","Hebei",33,2020
"3381","trafficked",4,"Shaanxi","Jiangsu",24,2020
"3380","trafficked",15,"Chongqing","Jiangxi",28,2020
"3379","trafficked",16,"Yunnan","Henan",28,2020
"3378","abandoned",1,"Guizhou","Hubei",32,2020
"3377","put up for adoption",0,"Inner Mongol","Shandong",39,2020
"3376","trafficked",11,"Hunan","Guangdong",14,2020
"3375","trafficked",14,"Xinjiang","Henan",26,2020
"3374","trafficked",0,"Zhejiang","Shandong",53,2020
"3373","put up for adoption",2,"Fujian","Zhejiang",39,2020
"3372","trafficked",8,"Guizhou","Guangdong",24,2020
"3371","trafficked",5,"Sichuan","Jiangsu",31,2020
"3370","trafficked",13,"Sichuan","Hebei",24,2020
"3369","trafficked",14,"Yunnan","Henan",32,2020
"3368","trafficked",4,"Guangdong","Guangdong",20,2020
"3367","trafficked",1,"Henan","Sichuan",39,2020
"3366","trafficked",12,"Hunan","Guangxi",76,2020
"3365","trafficked",2,"Sichuan","Guangdong",26,2020
"3364","put up for adoption",0,"Sichuan","Sichuan",31,2020
"3363","trafficked",4,"Yunnan","Fujian",31,2020
"3362","trafficked",2,"Guizhou","Fujian",26,2020
"3361","abandoned",0,"Guangxi","Guangxi",29,2020
"3360","trafficked",4,"Guangdong","Guangdong",25,2020
"3359","trafficked",16,"Yunnan","Henan",20,2020
"3358","trafficked",7,"Jiangxi","Jiangxi",23,2020
"3357","trafficked",5,"Yunnan","Fujian",20,2020
"3356","lost",8,"Inner Mongol","Heilongjiang",17,2020
"3355","trafficked",14,"Yunnan","Jiangsu",15,2020
"3354","trafficked",0,"Inner Mongol","Inner Mongol",27,2020
"3353","trafficked",6,"Chongqing","Sichuan",24,2020
"3352","lost",12,"Hong Kong","Guangdong",75,2020
"3351","lost",5,"Guizhou","Guizhou",4,2020
"3350","trafficked",15,"Henan","Jilin",15,2020
"3349","trafficked",4,"Guizhou","Shandong",15,2020
"3348","trafficked",3,"Hunan","Hebei",31,2020
"3347","trafficked",6,"Chongqing","Fujian",22,2020
"3346","trafficked",7,"Guizhou","Guangdong",17,2020
"3345","trafficked",3,"Guizhou","Henan",32,2020
"3344","trafficked",2,"Jiangsu","Jiangsu",19,2020
"3343","trafficked",5,"Guizhou","Henan",34,2020
"3342","trafficked",15,"Yunnan","Jiangsu",30,2020
"3341","trafficked",4,"Shandong","Shandong",27,2020
"3340","put up for adoption",0,"Chongqing","Shandong",31,2020
"3339","trafficked",12,"Guizhou","Henan",16,2020
"3338","trafficked",14,"Guizhou","Guangdong",16,2020
"3337","trafficked",2,"Fujian","Fujian",25,2020
"3336","trafficked",5,"Guizhou","Fujian",25,2020
"3335","trafficked",4,"Jiangxi","Fujian",26,2020
"3334","trafficked",3,"Fujian","Fujian",13,2020
"3333","put up for adoption",2,"Henan","Henan",60,2020
"3332","trafficked",6,"Zhejiang","Shandong",30,2020
"3331","trafficked",3,"Yunnan","Fujian",24,2020
"3330","trafficked",3,"Sichuan","Shandong",31,2020
"3329","trafficked",27,"Guizhou","Hebei",27,2020
"3328","trafficked",2,"Henan","Hebei",31,2020
"3327","trafficked",16,"Hunan","Hebei",27,2020
"3326","trafficked",5,"Jiangsu","Jiangsu",33,2020
"3325","trafficked",1,"Sichuan","Anhui",38,2020
"3324","trafficked",11,"Chongqing","Fujian",12,2020
"3323","trafficked",2,"Guangxi","Fujian",30,2020
"3322","trafficked",3,"Guizhou","Fujian",27,2020
"3321","trafficked",3,"Guizhou","Jiangsu",22,2020
"3320","abandoned",0,"Henan","Henan",23,2020
"3319","trafficked",3,"Henan","Henan",39,2020
"3318","trafficked",5,"Guangxi","Fujian",28,2020
"3317","trafficked",2,"Ningxia","Henan",20,2020
"3316","trafficked",2,"Yunnan","Fujian",21,2020
"3315","trafficked",12,"Yunnan","Anhui",10,2020
"3314","trafficked",2,"Fujian","Fujian",28,2020
"3313","trafficked",15,"Sichuan","Inner Mongol",34,2020
"3312","trafficked",5,"Guangdong","Guangdong",21,2020
"3311","put up for adoption",0,"Shanghai","Jiangsu",45,2020
"3310","put up for adoption",0,"Zhejiang","Zhejiang",29,2020
"3309","put up for adoption",0,"Hunan","Liaoning",34,2020
"3308","trafficked",4,"Chongqing","Hebei",24,2020
"3307","trafficked",8,"Anhui","Hebei",30,2020
"3306","trafficked",8,"Guizhou","Fujian",22,2020
"3305","trafficked",4,"Fujian","Chongqing",26,2020
"3304","put up for adoption",1,"Jilin","Shandong",32,2020
"3303","trafficked",1,"Hebei","Jiangsu",31,2020
"3302","trafficked",4,"Sichuan","Jiangsu",30,2020
"3301","put up for adoption",0,"Anhui","Guangdong",27,2020
"3300","trafficked",2,"Jiangsu","Henan",37,2020
"3299","trafficked",11,"Shaanxi","Hebei",34,2020
"3298","trafficked",4,"Guizhou","Guangdong",27,2020
"3297","trafficked",3,"Xinjiang","Xinjiang",30,2020
"3296","trafficked",7,"Guangxi","Guangxi",15,2020
"3295","runaway",16,"Guizhou","Sichuan",22,2020
"3294","put up for adoption",0,"Hunan","Hunan",36,2020
"3293","put up for adoption",0,"Shanxi","Henan",28,2020
"3292","trafficked",1,"Sichuan","Hebei",31,2020
"3291","trafficked",5,"Sichuan","Henan",33,2020
"3290","trafficked",4,"Guizhou","Jiangsu",33,2019
"3289","put up for adoption",1,"Zhejiang","Shandong",41,2020
"3288","trafficked",13,"Hebei","Shanxi",80,2020
"3287","put up for adoption",0,"Hunan","Hebei",30,2020
"3285","put up for adoption",0,"Shaanxi","Shaanxi",37,2020
"3284","put up for adoption",0,"Hubei","Hubei",28,2020
"3283","put up for adoption",0,"Hunan","Guangdong",30,2020
"3282","put up for adoption",0,"Inner Mongol","Inner Mongol",31,2020
"3281","trafficked",11,"Gansu","Shanxi",41,2020
"3280","trafficked",3,"Chongqing","Fujian",27,2020
"3279","put up for adoption",2,"Fujian","Fujian",35,2020
"3278","trafficked",5,"Shaanxi","Shanxi",24,2020
"3276","put up for adoption",0,"Sichuan","Sichuan",35,2020
"3275","trafficked",15,"Yunnan","Guangdong",27,2020
"3274","put up for adoption",5,"Sichuan","Shandong",40,2020
"3273","put up for adoption",0,"Hubei","Hubei",34,2020
"3272","trafficked",15,"Yunnan","Anhui",27,2020
"3271","lost",9,"Sichuan","Sichuan",12,2019
"3270","put up for adoption",2,"Guangxi","Fujian",29,2020
"3269","trafficked",15,"Guizhou","Jiangsu",35,2020
"3268","trafficked",5,"Chongqing","Henan",30,2020
"1131","trafficked",14,"Guizhou","Hebei",25,2015
"3267","lost",8,"Anhui","Guangdong",19,2019
"3266","put up for adoption",0,"Guangdong","Guangdong",21,2019
"3265","trafficked",14,"Ningxia","Gansu",24,2020
"3263","trafficked",8,"Sichuan","Sichuan",25,2019
"3262","lost",6,"Heilongjiang","Hebei",30,2020
"3261","lost",7,"Hunan","Henan",29,2020
"3260","trafficked",14,"Guizhou","Hunan",20,2020
"3259","trafficked",5,"Sichuan","Henan",29,2020
"3258","trafficked",16,"Shaanxi","Liaoning",33,2020
"3257","trafficked",3,"Jiangsu","Hainan",25,2020
"3256","abandoned",0,"Hunan","Hunan",28,2020
"3255","trafficked",16,"Yunnan","Henan",28,2020
"3254","trafficked",2,"Guizhou","Yunnan",16,2020
"3253","put up for adoption",0,"Shaanxi","Henan",29,2020
"3252","put up for adoption",0,"Anhui","Anhui",39,2020
"3251","trafficked",2,"Yunnan","Shandong",23,2020
"3250","trafficked",3,"Guizhou","Fujian",24,2020
"3249","trafficked",13,"Hunan","Guangdong",17,2020
"3248","trafficked",15,"Hubei","Henan",32,2020
"3247","trafficked",3,"Guizhou","Fujian",32,2020
"3246","trafficked",6,"Guizhou","Fujian",17,2020
"3245","trafficked",2,"Chongqing","Sichuan",33,2020
"3244","trafficked",4,"Guizhou","Fujian",20,2020
"3243","trafficked",3,"Sichuan","Guangdong",31,2020
"3241","trafficked",4,"Sichuan","Shandong",40,2020
"3240","put up for adoption",11,"Henan","Jiangsu",23,2020
"3237","runaway",13,"Zhejiang","Anhui",20,2020
"3236","runaway",8,"Chongqing","Guangdong",12,2020
"3235","lost",5,"Heilongjiang","Henan",26,2020
"3234","put up for adoption",0,"Jiangxi","Guangdong",24,2020
"3233","trafficked",6,"Guizhou","Fujian",24,2020
"3232","trafficked",3,"Guangdong","Guangdong",21,2020
"3231","trafficked",15,"Guizhou","Shandong",18,2020
"3230","trafficked",13,"Shaanxi","Jiangsu",36,2020
"3229","runaway",4,"Fujian","Chongqing",15,2020
"3228","trafficked",11,"Henan","Shandong",31,2020
"3227","trafficked",7,"Sichuan","Hebei",32,2020
"3226","trafficked",8,"Sichuan","Henan",44,2020
"3225","put up for adoption",0,"Chongqing","Sichuan",30,2020
"3224","put up for adoption",9,"Chongqing","Chongqing",26,2020
"3223","trafficked",12,"Hunan","Jiangsu",25,2020
"3222","trafficked",5,"Guizhou","Fujian",26,2020
"3221","trafficked",4,"Hunan","Guangdong",27,2020
"3220","lost",14,"Yunnan","Zhejiang",7,2020
"3219","trafficked",4,"Guizhou","Henan",29,2020
"3218","trafficked",0,"Shaanxi","Shandong",29,2020
"3217","trafficked",5,"Guangxi","Guangdong",24,2020
"3216","put up for adoption",6,"Hunan","Zhejiang",26,2020
"3215","lost",8,"Yunnan","Hunan",24,2020
"3214","put up for adoption",0,"Inner Mongol","Inner Mongol",29,2020
"3213","trafficked",4,"Jiangxi","Fujian",28,2020
"3212","runaway",15,"Qinghai","Guangdong",15,2020
"3211","put up for adoption",0,"Sichuan","Xinjiang",29,2020
"3210","trafficked",3,"Guizhou","Henan",30,2020
"3209","trafficked",3,"Sichuan","Hebei",27,2020
"3208","trafficked",14,"Guizhou","Fujian",13,2020
"3207","trafficked",2,"Jiangxi","Jiangxi",25,2020
"3206","trafficked",3,"Guangdong","Guangdong",19,2020
"3205","trafficked",6,"Guizhou","Fujian",24,2020
"3204","trafficked",3,"Guangxi","Hainan",36,2020
"3203","trafficked",9,"Henan","Henan",34,2020
"3202","trafficked",2,"Guangxi","Fujian",27,2019
"3201","trafficked",4,"Guizhou","Fujian",20,2019
"3200","put up for adoption",2,"Jiangxi","Jiangxi",38,2019
"3199","put up for adoption",0,"Jiangxi","Jiangsu",27,2019
"3198","trafficked",5,"Guizhou","Guangdong",21,2019
"3197","trafficked",15,"Shaanxi","Henan",39,2019
"3196","trafficked",3,"Sichuan","Shandong",27,2019
"3195","trafficked",2,"Guizhou","Jiangxi",24,2019
"3194","trafficked",3,"Sichuan","Jiangsu",32,2019
"3193","put up for adoption",0,"Jiangxi","Jiangxi",31,2019
"3191","trafficked",6,"Shandong","Jilin",60,2019
"3190","trafficked",6,"Anhui","Shanghai",20,2019
"3189","trafficked",6,"Hunan","Fujian",29,2019
"3188","trafficked",4,"Henan","Henan",22,2019
"3187","trafficked",13,"Guizhou","Shanxi",33,2019
"3186","trafficked",3,"Chongqing","Fujian",28,2019
"3185","trafficked",8,"Shaanxi","Henan",29,2019
"3184","put up for adoption",0,"Jiangxi","Hebei",26,2019
"3183","runaway",13,"Guizhou","Zhejiang",9,2019
"3182","put up for adoption",0,"Gansu","Gansu",53,2019
"3181","trafficked",1,"Guizhou","Fujian",28,2019
"3180","put up for adoption",0,"Guangdong","Guangdong",29,2019
"3179","trafficked",2,"Chongqing","Hebei",29,2019
"3178","trafficked",3,"Guangxi","Guangxi",25,2019
"3177","trafficked",2,"Henan","Henan",33,2019
"3176","trafficked",3,"Sichuan","Shandong",29,2019
"3175","trafficked",1,"Yunnan","Sichuan",34,2019
"3171","trafficked",12,"Sichuan","Jiangsu",12,2019
"3170","put up for adoption",3,"Hubei","Henan",28,2019
"3169","put up for adoption",0,"Beijing","Hebei",22,2019
"3168","trafficked",3,"Guizhou","Fujian",26,2019
"3167","trafficked",4,"Guizhou","Chongqing",25,2019
"3166","put up for adoption",0,"Henan","Henan",25,2019
"3165","put up for adoption",0,"Shandong","Shandong",32,2019
"3164","put up for adoption",0,"Shanxi","Henan",32,2019
"3163","trafficked",1,"Henan","Shandong",24,2019
"3161","trafficked",0,"Tianjin","Tianjin",55,2019
"3160","trafficked",13,"Guizhou","Guangdong",29,2019
"3159","put up for adoption",0,"Jiangsu","Shandong",42,2019
"3158","trafficked",6,"Hebei","Hebei",19,2019
"3157","trafficked",7,"Yunnan","Guangdong",24,2019
"3156","trafficked",7,"Hebei","Hebei",26,2019
"3155","trafficked",5,"Fujian","Jiangsu",23,2019
"3154","put up for adoption",0,"Shanxi","Hebei",37,2019
"3153","trafficked",4,"Guizhou","Guangdong",22,2019
"3043","trafficked",2,"Guangxi","Guangdong",27,2019
"3152","trafficked",3,"Guangdong","Guangdong",27,2019
"3151","put up for adoption",0,"Henan","Henan",32,2019
"3150","put up for adoption",0,"Guangdong","Guangdong",24,2019
"3149","put up for adoption",2,"Guangdong","Guangdong",27,2019
"3147","trafficked",3,"Guizhou","Guangdong",20,2019
"3146","lost",9,"Fujian","Guangdong",11,2019
"3145","trafficked",6,"Guizhou","Fujian",23,2019
"3144","put up for adoption",0,"Guangxi","Hebei",28,2019
"3143","trafficked",14,"Guizhou","Guizhou",1,2019
"3142","trafficked",7,"Inner Mongol","Liaoning",26,2019
"3141","trafficked",9,"Guizhou","Henan",34,2019
"3140","put up for adoption",0,"Beijing","Beijing",41,2019
"3139","put up for adoption",2,"Henan","Henan",67,2019
"3137","put up for adoption",2,"Jiangsu","Shandong",49,2019
"3136","trafficked",3,"Tianjin","Tianjin",26,2019
"3135","put up for adoption",0,"Liaoning","Liaoning",30,2019
"3134","trafficked",15,"Gansu","Henan",34,2019
"3133","put up for adoption",0,"Guizhou","Zhejiang",13,2019
"3132","put up for adoption",0,"Jiangsu","Shandong",10,2019
"3131","trafficked",7,"Yunnan","Hebei",12,2019
"3130","put up for adoption",1,"Jiangsu","Shandong",50,2019
"3129","trafficked",10,"Hubei","Henan",27,2019
"3128","lost",1,"Jiangsu","Jiangsu",8,2019
"3127","trafficked",2,"Jiangxi","Fujian",30,2019
"3126","trafficked",10,"Heilongjiang","Shandong",29,2019
"3125","trafficked",9,"Jiangsu","Shanghai",59,2019
"3123","trafficked",6,"Chongqing","Henan",19,2019
"3122","put up for adoption",0,"Shandong","Xinjiang",33,2019
"3121","put up for adoption",0,"Shandong","Shandong",31,2019
"3120","runaway",8,"Guangxi","Guangdong",42,2019
"3119","trafficked",2,"Hubei","Henan",30,2019
"3118","put up for adoption",0,"Shanxi","Henan",26,2019
"3117","trafficked",8,"Guangxi","Fujian",27,2019
"3116","trafficked",8,"Sichuan","Hebei",29,2019
"3115","put up for adoption",0,"Chongqing","Chongqing",56,2019
"3114","put up for adoption",1,"Jiangsu","Guizhou",47,2019
"3113","runaway",11,"Hunan","Hebei",26,2019
"3112","trafficked",3,"Guizhou","Fujian",31,2019
"3111","trafficked",16,"Hubei","Shandong",29,2019
"3110","put up for adoption",0,"Guizhou","Guizhou",34,2019
"3109","trafficked",15,"Jiangxi","Fujian",35,2019
"3108","put up for adoption",0,"Shanxi","Shanxi",30,2019
"3107","trafficked",15,"Guizhou","Jiangsu",33,2019
"3106","trafficked",0,"Shaanxi","Henan",34,2019
"3105","lost",3,"Beijing","Hebei",31,2019
"3104","put up for adoption",0,"Jiangxi","Fujian",36,2019
"3103","trafficked",0,"Jiangsu","Shandong",50,2019
"3102","abandoned",0,"Jiangsu","Anhui",41,2019
"3101","trafficked",16,"Sichuan","Henan",23,2019
"3100","trafficked",2,"Hubei","Hubei",34,2019
"3099","trafficked",8,"Heilongjiang","Beijing",31,2019
"3098","trafficked",4,"Guizhou","Shandong",32,2019
"3097","runaway",9,"Chongqing","Hunan",22,2019
"3096","trafficked",15,"Guizhou","Hebei",31,2019
"3095","trafficked",5,"Guizhou","Shandong",32,2019
"3094","trafficked",15,"Guizhou","Guangdong",23,2019
"3093","trafficked",16,"Guizhou","Shandong",34,2019
"3092","trafficked",4,"Guizhou","Henan",31,2019
"3091","trafficked",7,"Guizhou","Henan",31,2019
"3090","trafficked",5,"Sichuan","Hebei",24,2019
"3089","trafficked",15,"Jiangxi","Guizhou",20,2019
"3088","put up for adoption",0,"Shanghai","Shanghai",31,2019
"3087","put up for adoption",0,"Hubei","Shandong",48,2019
"3086","trafficked",2,"Zhejiang","Zhejiang",21,2019
"3085","trafficked",5,"Hubei","Beijing",31,2019
"3084","trafficked",14,"Guizhou","Jiangsu",24,2019
"3083","trafficked",5,"Guizhou","Fujian",30,2019
"3082","put up for adoption",0,"Guangxi","Guangxi",70,2019
"3081","trafficked",12,"Jiangsu","Jiangsu",1,2019
"3080","trafficked",13,"Zhejiang","Zhejiang",19,2019
"3079","trafficked",5,"Zhejiang","Shanghai",29,2019
"3078","put up for adoption",0,"Beijing","Inner Mongol",65,2019
"3077","put up for adoption",0,"Henan","Henan",32,2019
"3076","put up for adoption",0,"Guizhou","Jiangxi",35,2019
"3075","trafficked",6,"Sichuan","Guangdong",26,2019
"3074","trafficked",5,"Gansu","Shandong",46,2019
"3073","trafficked",5,"Guangdong","Guangdong",20,2019
"3072","trafficked",3,"Sichuan","Hebei",31,2019
"3071","put up for adoption",0,"Anhui","Anhui",40,2019
"3070","trafficked",10,"Hunan","Beijing",15,2019
"3069","put up for adoption",0,"Guangxi","Henan",32,2019
"3068","trafficked",0,"Hunan","Jiangsu",29,2019
"3067","put up for adoption",0,"Guangdong","Guangdong",21,2019
"3066","trafficked",6,"Guizhou","Fujian",22,2019
"3065","put up for adoption",0,"Henan","Guangdong",30,2019
"3064","trafficked",15,"Guizhou","Shandong",25,2019
"3061","trafficked",14,"Yunnan","Jiangsu",15,2019
"3060","trafficked",3,"Jiangxi","Fujian",30,2019
"3059","put up for adoption",0,"Anhui","Anhui",33,2019
"3058","put up for adoption",0,"Shaanxi","Hebei",46,2019
"3057","trafficked",6,"Guangdong","Fujian",29,2019
"3056","trafficked",3,"Fujian","Fujian",14,2019
"3055","trafficked",11,"Jiangxi","Henan",14,2019
"3054","trafficked",9,"Yunnan","Yunnan",18,2019
"3053","put up for adoption",0,"Chongqing","Guangdong",22,2019
"3052","runaway",12,"Hunan","Jiangxi",21,2019
"3051","lost",3,"Chongqing","Guizhou",19,2019
"3050","trafficked",3,"Gansu","Shaanxi",28,2019
"3049","trafficked",1,"Guangxi","Guangdong",30,2019
"3048","trafficked",3,"Hunan","Jiangxi",27,2019
"3047","trafficked",5,"Guizhou","Fujian",32,2019
"3046","trafficked",2,"Sichuan","Henan",30,2019
"3045","trafficked",5,"Sichuan","Henan",30,2019
"3044","put up for adoption",0,"Guizhou","Chongqing",20,2019
"3042","trafficked",3,"Sichuan","Hebei",32,2019
"3041","trafficked",4,"Sichuan","Guangdong",33,2019
"3040","trafficked",5,"Yunnan","Fujian",20,2019
"3039","put up for adoption",10,"Sichuan","Hubei",42,2019
"3038","put up for adoption",0,"Shanxi","Guangdong",20,2019
"3037","trafficked",5,"Hunan","Hebei",27,2019
"3036","trafficked",4,"Chongqing","Fujian",21,2019
"3035","trafficked",7,"Sichuan","Chongqing",42,2019
"3034","trafficked",2,"Guizhou","Fujian",27,2019
"3033","trafficked",2,"Anhui","Hunan",26,2019
"3032","lost",14,"Anhui","Henan",21,2019
"3031","lost",9,"Heilongjiang","Shandong",10,2019
"3030","trafficked",12,"Yunnan","Anhui",19,2019
"3029","trafficked",4,"Hunan","Hunan",37,2019
"3028","trafficked",16,"Guizhou","Zhejiang",24,2019
"3027","put up for adoption",0,"Liaoning","Liaoning",24,2019
"3025","trafficked",4,"Anhui","Anhui",40,2019
"3024","trafficked",6,"Jiangxi","Fujian",25,2019
"3020","trafficked",6,"Guizhou","Fujian",28,2019
"3019","lost",9,"Guangdong","Guangdong",14,2019
"3018","lost",5,"Henan","Beijing",19,2019
"3016","put up for adoption",0,"Heilongjiang","Jilin",24,2019
"3015","trafficked",1,"Guizhou","Fujian",31,2019
"3014","lost",10,"Anhui","Hebei",35,2019
"3013","trafficked",4,"Guizhou","Guangdong",25,2019
"3012","trafficked",15,"Chongqing","Jiangsu",25,2019
"3011","trafficked",16,"Sichuan","Jiangsu",29,2019
"3010","put up for adoption",1,"Sichuan","Xizang",50,2019
"3007","trafficked",6,"Guizhou","Fujian",28,2019
"3005","trafficked",4,"Liaoning","Heilongjiang",39,2019
"3004","runaway",9,"Gansu","Xinjiang",33,2019
"3003","lost",9,"Guangdong","Guangdong",8,2019
"3002","lost",14,"Fujian","Jiangxi",1,2019
"2999","trafficked",15,"Guangxi","Shandong",30,2019
"2998","trafficked",15,"Jiangxi","Fujian",30,2019
"2996","put up for adoption",7,"Jilin","Jiangsu",26,2019
"2994","trafficked",4,"Guizhou","Guangdong",27,2019
"2992","trafficked",5,"Yunnan","Fujian",41,2019
"2989","trafficked",14,"Guizhou","Fujian",20,2019
"2988","trafficked",5,"Guangxi","Guangdong",26,2019
"2987","trafficked",2,"Beijing","Shandong",30,2019
"2985","lost",5,"Shandong","Heilongjiang",18,2019
"2984","lost",14,"Chongqing","Guizhou",40,2019
"2980","trafficked",5,"Henan","Henan",30,2019
"2976","put up for adoption",0,"Inner Mongol","Hunan",19,2019
"2975","trafficked",3,"Anhui","Fujian",26,2019
"2974","lost",15,"Guangdong","Hunan",20,2019
"2973","trafficked",2,"Zhejiang","Fujian",32,2019
"2972","trafficked",16,"Beijing","Guangdong",15,2019
"2971","lost",8,"Jiangsu","Anhui",29,2019
"2970","lost",9,"Anhui","Jiangxi",39,2019
"2969","trafficked",5,"Guizhou","Fujian",34,2019
"2967","put up for adoption",0,"Shandong","Henan",26,2019
"2966","put up for adoption",0,"Jiangsu","Shandong",47,2019
"2965","trafficked",2,"Hunan","Zhejiang",26,2019
"2964","trafficked",3,"Chongqing","Henan",27,2019
